id,opened,closed,updated,status,resp_agcy,category,req_type,req_details,address,district,neighborhood,point,source,media_url
4705572,4/29/15 11:46,,4/29/15 11:48,Open,DPW BSM Queue,Sidewalk or Curb,Missing_Side_Sewer_Vent_Cover,Missing_Side_Sewer_Vent_Cover,"337 FULTON ST, SAN FRANCISCO, CA, 94102",5,Downtown/Civic Center,"(37.7787521566, -122.422325552219)",Voice In,
4705546,4/29/15 11:39,,4/29/15 11:39,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_other - Offensive,Intersection of 7TH ST and CHARLES J BRENHAM PL,6,Downtown/Civic Center,"(37.7804786084846, -122.41251224905)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55412544df86b54c0783f7bd/photo_20150429_113725.jpg
4705544,4/29/15 11:39,,5/5/15 12:00,Open,DPW BSM Queue,Street Defects,Manhole_Cover_Off,Manhole_Cover_Off,Intersection of 7TH ST and CHARLES J BRENHAM PL,6,Downtown/Civic Center,"(37.7804786084846, -122.41251224905)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5541253fdf86b54c0783f7b1/photo_20150429_113853.jpg
4705507,4/29/15 11:30,,4/29/15 11:56,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_residential - Offensive,"2705 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.753981500153, -122.413918131382)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55412355df86b54c0783f798/report.jpg
4705500,4/29/15 11:28,,5/6/15 8:52,Open,DPW BSM Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,News_rack - Not_Offensive,Intersection of PINE ST and VAN NESS AVE,3,Nob Hill,"(37.7894119211754, -122.422135042074)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/554122b8df86b54c0783f782/photo_20150429_112744.jpg
4705499,4/29/15 11:28,,4/29/15 11:28,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"50 BRADY ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772756446698, -122.420416084448)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/554122addf86b54c0783f776/photo_20150429_112625.jpg
4705464,4/29/15 11:21,,4/29/15 12:33,Open,311 Supervisor Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Other_enter_additional_details_below - Offensive,"3757 17TH ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.762664491974, -122.429718540121)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5541211adf86b54c0783f72b/report.jpg
4705461,4/29/15 11:21,,4/29/15 12:13,Open,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of LARKIN ST and PINE ST,3,Nob Hill,"(37.7898297869486, -122.418842672167)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55412103df86b54c0783f715/photo_20150429_112004.jpg
4705453,4/29/15 11:19,,4/29/15 12:33,Open,311 Supervisor Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Other_enter_additional_details_below - Offensive,Intersection of LARKIN ST and PINE ST,3,Nob Hill,"(37.7898297869486, -122.418842672167)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/554120c2df86b54c0783f6f3/photo_20150429_111914.jpg
4705444,4/29/15 11:17,,4/29/15 11:17,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Street - Offensive,Intersection of FRANKLIN ST and PAGE ST,5,Downtown/Civic Center,"(37.7742944425236, -122.420759951813)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55412012df86b54c0783f6e6/photo_20150429_111605.jpg
4705425,4/29/15 11:12,,4/29/15 11:12,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"2898 SLOAT BLVD, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.735676033107, -122.504749280285)",Integrated Agency,
4705424,4/29/15 11:12,,4/29/15 11:12,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"217 OFARRELL ST, SAN FRANCISCO, CA, 94102",3,Downtown/Civic Center,"(37.786255236025, -122.408344318713)",Integrated Agency,
4705421,4/29/15 11:12,,4/29/15 11:19,Open,DPT - Color Curb - G,General Requests,mta - color_curb - request_for_service,mta - color_curb - request_for_service,"629 SPRUCE ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,"(37.783236644421, -122.45359839202)",Voice In,
4705416,4/29/15 11:10,,4/29/15 20:26,Open,311 Service Request Queue,Sign Repair,Sign - Defaced,Other - Defaced; support - OK,"1510 MARKET ST, SAN FRANCISCO, CA, 94102",5,Downtown/Civic Center,"(37.775115400865, -122.41947170056)",Open311,
4705379,4/29/15 11:01,,4/29/15 12:33,Open,311 Supervisor Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Mail_box - Offensive,Intersection of 19TH ST and LINDA ST,8,Mission,"(37.7600135288095, -122.42287947522)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55411c7cdf86b54c0783f651/report.jpg
4705357,4/29/15 10:55,,5/13/15 13:33,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,40 ft zone requested from 05/20/2015 to 05/20/2015,"2158 MARKET ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.766809615393, -122.430135328861)",Voice In,
4705345,4/29/15 10:51,,5/6/15 12:00,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - complaint,dpw - bsm - complaint,"55 CYRIL MAGNIN ST, SAN FRANCISCO, CA, 94102",3,Downtown/Civic Center,"(37.784945255769, -122.408718048102)",Voice In,
4705342,4/29/15 10:51,,4/29/15 10:51,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_commercial - Not_Offensive,"1890 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763285740814, -122.410422766623)",Open311,
4705334,4/29/15 10:50,,4/29/15 10:50,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"741 NATOMA ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.77606824132, -122.412773269393)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/554119dcdf86b54c0783f621/1430329218529.jpg
4705327,4/29/15 10:49,,4/29/15 10:49,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"45 GRANT AVE, SAN FRANCISCO, CA, 94108",3,Financial District,"(37.787400713555, -122.405117528649)",Open311,
4705319,4/29/15 10:46,,5/13/15 13:33,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,25 ft zone requested from 05/20/2015 to 05/20/2015,"550 STANYAN ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.771927639911, -122.454030056195)",Voice In,
4705305,4/29/15 10:40,,4/29/15 10:43,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - customer_callback,dpw - bsm - customer_callback,"680 JOOST AVE, SAN FRANCISCO, CA, 94127",7,Outer Mission,"(37.732427753736, -122.450765023839)",Voice In,
4705296,4/29/15 10:37,,4/29/15 10:37,Open,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,"51 DEDMAN CT, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.736765790076, -122.384676529795)",Integrated Agency,
4705282,4/29/15 10:29,,4/30/15 13:29,Open,SFMTA - Temporary Sign Request Payment Received Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,80 ft zone requested from 05/10/2015 to 05/10/2015,"560 CASTRO ST, SAN FRANCISCO, CA, 94114",8,Castro/Upper Market,"(37.759912158882, -122.435272180018)",Voice In,
4705250,4/29/15 10:17,,5/5/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,"550 DIVISADERO ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.774822523205, -122.437581423939)",Web Self Service,
4705223,4/29/15 10:09,,5/5/15 12:14,Open,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Bernal Heights Park, , SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.743132113, -122.4142522)",Voice In,
4705222,4/29/15 10:08,,4/29/15 10:08,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"155 HARRIET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.777555556659, -122.405097295183)",Open311,
4705220,4/29/15 10:08,,5/6/15 3:43,Open,DPW BSM Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,News_rack - Not_Offensive,Intersection of BUSH ST and LARKIN ST,3,Nob Hill,"(37.788909590982, -122.418655865842)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55410febdf86b54c0783f5bf/photo_20150429_100732.jpg
4705214,4/29/15 10:06,,4/29/15 11:11,Open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,"261 MORNINGSIDE DR, SAN FRANCISCO, CA, 94132",7,Lakeshore,"(37.729589727171, -122.491900067315)",Voice In,
4705210,4/29/15 10:04,,4/29/15 12:07,Open,SFFD Other Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Fire_hydrant - Offensive,"1300 POLK ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.788870946941, -122.420182727925)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55410f2edf86b54c0783f594/photo_20150429_100421.jpg
4705203,4/29/15 10:02,,4/29/15 12:04,Open,SFFD Other Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Fire_hydrant - Offensive,"1336 VAN NESS AVE, SAN FRANCISCO, CA, 94109",3,Downtown/Civic Center,"(37.78819471188, -122.421631384791)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55410e8ddf86b54c0783f58a/photo_20150429_100132.jpg
4705200,4/29/15 10:01,,4/29/15 10:01,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 12TH ST and KISSLING ST,6,South of Market,"(37.7714124077828, -122.416183990556)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55410e5adf86b54c0783f574/report.jpg
4705196,4/29/15 10:00,,4/29/15 10:00,Open,DPW Ops Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Pole - Offensive,Intersection of CASTRO ST and WALLER ST,5,Western Addition,"(37.7703428969378, -122.436848957005)",Web Self Service,
4705195,4/29/15 10:00,,4/29/15 11:26,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"292 12TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.770842043539, -122.415289989569)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55410e18df86b54c0783f56a/report.jpg
4705192,4/29/15 9:59,,4/29/15 10:54,Open,SFMTA - Temporary Sign Request Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,60 ft zone requested from 06/15/2015 to 06/15/2015,"3345 17TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.76325080514, -122.420510195048)",Voice In,
4705191,4/29/15 9:58,,4/29/15 11:26,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_commercial - Not_Offensive,"340 FOERSTER ST, SAN FRANCISCO, CA, 94112",7,Outer Mission,"(37.731043242376, -122.448793701428)",Voice In,
4705190,4/29/15 9:58,,4/29/15 15:52,Open,DPW Ops Queue,Graffiti Private Property,Offensive Graffiti on Private Property,Building_commercial - Offensive,Intersection of DIVISADERO ST and PAGE ST,5,Western Addition,"(37.7722036424076, -122.437234883686)",Web Self Service,
4705181,4/29/15 9:56,,5/4/15 12:00,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - request_for_service,dpw - bsm - request_for_service,"3344 SACRAMENTO ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,"(37.788357391033, -122.447790636538)",Voice In,
4705120,4/29/15 9:42,,4/29/15 10:54,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"155 HARRIET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.777555556659, -122.405097295183)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/554109e1df86b54c0783f52c/154892.jpg
4705114,4/29/15 9:39,,5/5/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and DIVISADERO ST,2,Western Addition,"(37.7880671611059, -122.440440262149)",Web Self Service,
4705112,4/29/15 9:39,,5/5/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and DIVISADERO ST,2,Western Addition,"(37.7880671611059, -122.440440262149)",Web Self Service,
4705095,4/29/15 9:36,,4/29/15 9:39,Open,DPW - Bureau of Street Use and Mapping - G,General Requests,dpw - bsm - complaint,dpw - bsm - complaint,"1388 UNION ST, SAN FRANCISCO, CA, 94109",2,Russian Hill,"(37.798927707724, -122.422074997971)",Voice In,
4705089,4/29/15 9:35,,5/5/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and LYON ST,2,Western Addition,"(37.7874382085602, -122.445402181404)",Web Self Service,
4705088,4/29/15 9:35,,4/29/15 10:09,Open,RPD Natural Areas Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Horticultural_Bushes_Plants,"Everson and Digby Lots, 61 EVERSON ST, SAN FRANCISCO, CA, 94131",8,Glen Park,"(37.738076336, -122.4317765)",Open311,
4705084,4/29/15 9:35,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and PRESIDIO AVE,2,Pacific Heights,"(37.7872617024695, -122.446792795684)",Web Self Service,
4705082,4/29/15 9:34,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and PRESIDIO AVE,2,Pacific Heights,"(37.7872617024695, -122.446792795684)",Web Self Service,
4705081,4/29/15 9:34,,4/29/15 10:06,Open,RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Structural_Maintenance,Pavement,"Hilltop Park, , SAN FRANCISCO, CA, 94124",10,Bayview,"(37.732917321, -122.3834747)",Open311,
4705069,4/29/15 9:32,,4/29/15 9:35,Open,DPW BSM Queue,Street Defects,Manhole_Cover_Off,Manhole_Cover_Off,Intersection of 19TH AVE and FULTON ST,1,Golden Gate Park,"(37.7728636709038, -122.477766828916)",Voice In,
4705065,4/29/15 9:31,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of 2ND AVE and CALIFORNIA ST,1,Inner Richmond,"(37.7855384894328, -122.460308241656)",Web Self Service,
4705061,4/29/15 9:31,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of ARGUELLO BLVD and CORNWALL ST,2,Inner Richmond,"(37.7850588947098, -122.459133664071)",Web Self Service,
4705054,4/29/15 9:29,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and JORDAN AVE,2,Presidio Heights,"(37.7859637912994, -122.456963469696)",Web Self Service,
4705050,4/29/15 9:28,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and JORDAN AVE,2,Presidio Heights,"(37.7859637912994, -122.456963469696)",Web Self Service,
4705048,4/29/15 9:28,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and PALM AVE,2,Presidio Heights,"(37.7858241408372, -122.458061839653)",Web Self Service,
4705044,4/29/15 9:26,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and MAPLE ST,2,Presidio Heights,"(37.7862087037312, -122.455049633727)",Web Self Service,
4705043,4/29/15 9:26,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and MAPLE ST,2,Presidio Heights,"(37.7862087037312, -122.455049633727)",Web Self Service,
4705042,4/29/15 9:25,,4/29/15 12:08,Open,311 Supervisor Queue,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"26 LELAND AVE, SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.711514373958, -122.404281177324)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5541060fdf86b54c0783f4a1/photo_20150429_092529.jpg
4705040,4/29/15 9:25,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,"3440 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,"(37.786883636218, -122.451016088593)",Web Self Service,
4705037,4/29/15 9:25,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and SPRUCE ST,2,Presidio Heights,"(37.7864177843962, -122.453406550643)",Web Self Service,
4705031,4/29/15 9:24,,5/4/15 12:00,Open,DPW BSM Queue,Illegal Postings,Illegal Posting - Affixed_Improperly,Affixed_Improperly,Intersection of CALIFORNIA ST and WALNUT ST,2,Presidio Heights,"(37.7870494308111, -122.448468365779)",Web Self Service,
4705027,4/29/15 9:23,,5/4/15 12:00,Open,DPW BSM Queue,Street Defects,Construction_Plate_Shifted,Construction_Plate_Shifted,"2731 20TH ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.759109279, -122.408546812)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5541056ddf86b54c0783f488/154884.jpg
4705019,4/29/15 9:21,,4/29/15 9:22,Open,DPT - Color Curb - G,General Requests,mta - color_curb - customer_callback,mta - color_curb - customer_callback,"455 VIENNA ST, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.721104573006, -122.429741235791)",Voice In,
4705018,4/29/15 9:21,,4/29/15 10:03,Open,RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Jefferson Square, , SAN FRANCISCO, CA, 94102",6,Western Addition,"(37.781799888, -122.4256579)",Open311,
4704999,4/29/15 9:17,,4/29/15 9:17,Open,DPT Color Curb Queue,Color Curb,Red Color Curb Request for,Red Color Curb Request for,"1472 6TH AVE, SAN FRANCISCO, CA, 94122",5,Inner Sunset,"(37.761015884081, -122.462721957769)",Web Self Service,
4704993,4/29/15 9:15,,4/29/15 9:17,Open,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"444 PERSIA AVE, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.721202051025, -122.432208637449)",Voice In,
4704989,4/29/15 9:15,,4/29/15 9:55,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"155 HARRIET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.777555556659, -122.405097295183)",Open311,
4704983,4/29/15 9:14,,4/29/15 9:14,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"250 CHARTER OAK AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.73364173593, -122.404519980633)",Integrated Agency,
4704978,4/29/15 9:13,,4/29/15 9:13,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"418 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124",9,Bayview,"(37.740797472055, -122.407054332971)",Integrated Agency,
4704976,4/29/15 9:13,,4/29/15 9:13,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"830 STOCKTON ST, SAN FRANCISCO, CA, 94108",3,Chinatown,"(37.793707502198, -122.407682012999)",Integrated Agency,
4704975,4/29/15 9:13,,4/29/15 9:13,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"915 STOCKTON ST, SAN FRANCISCO, CA, 94108",3,Chinatown,"(37.794259393509, -122.408135627326)",Integrated Agency,
4704973,4/29/15 9:13,,4/29/15 9:13,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"30 OTIS ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772829034632, -122.419234787622)",Integrated Agency,
4704971,4/29/15 9:13,,4/29/15 9:13,Open,DPW Ops Queue,Graffiti Private Property,Not_Offensive Graffiti on Private Property,Building_other - Not_Offensive,"170 BOUTWELL ST, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.734960073247, -122.40569416139)",Integrated Agency,
4704968,4/29/15 9:12,,4/30/15 7:14,Open,SFMTA - Muni Questions/Suggestions - G,General Requests,mta - traffic_engineering - customer_callback,mta - traffic_engineering - customer_callback,Intersection of CLIPPER ST and NOE ST,8,Noe Valley,"(37.7490281390272, -122.431639622417)",Voice In,
4704947,4/29/15 9:04,,4/29/15 9:10,Open,311 Supervisor Queue,Graffiti Public Property,Offensive Graffiti on Public Property,Mail_box - Offensive,Intersection of 16TH ST and CAPP ST,9,Mission,"(37.765109904243, -122.418698582168)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55410101df86b54c0783f428/photo_20150429_090358.jpg
4704935,4/29/15 9:00,,4/29/15 9:03,Open,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,Intersection of 3RD ST and MARIPOSA ST,6,Potrero Hill,"(37.7643218132369, -122.388851216461)",Voice In,
4704892,4/29/15 8:51,,4/29/15 9:09,Open,DPT SignShop 06 Queue,Sign Repair,Sign - On_Ground,Other - On_Ground; support - On_Ground,Intersection of MISSION ST and STEUART ST,6,Financial District,"(37.7932304720331, -122.393181353598)",Web Self Service,
4704870,4/29/15 8:45,,4/29/15 9:11,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"353 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.784910176257, -122.411997301272)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5540fc8cdf86b54c0783f3d3/report.jpg
4704811,4/29/15 8:28,,4/29/15 8:32,Open,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,Intersection of BEACH ST and BUCHANAN ST,2,Marina,"(37.8050431617753, -122.433798091774)",Voice In,
4704799,4/29/15 8:23,,5/4/15 12:23,Open,DPT SignShop 03 Queue,General Requests,mta - sign_shop - other,mta - sign_shop - other,Intersection of WASHINGTON ST and WENTWORTH PL,3,Chinatown,"(37.7951982274754, -122.40604534895)",Integrated Agency,
4704798,4/29/15 8:23,,4/29/15 8:23,Open,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"600 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA, 94127",7,Lakeshore,"(37.727794913144, -122.472163156979)",Integrated Agency,
4704787,4/29/15 8:21,,4/29/15 8:22,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,Intersection of 6TH ST and NATOMA ST,6,South of Market,"(37.7801619849995, -122.407691350597)",Voice In,
4704763,4/29/15 8:16,,4/29/15 9:43,Open,RPD Park Service Area 3 Queue,Rec and Park Requests,Park - UrbanForestry,Tree_Needs_Inspection,"John McLaren Park, , SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.718084329, -122.4190726)",Voice In,
4704747,4/29/15 8:10,,4/29/15 9:24,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,Mail_box - Not_Offensive,"369 PINE ST, SAN FRANCISCO, CA, 94104",3,Financial District,"(37.791846450598, -122.401995890665)",Web Self Service,
4704733,4/29/15 8:02,,4/29/15 8:41,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Human Waste,"155 HARRIET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.777555556659, -122.405097295183)",Voice In,
4704723,4/29/15 7:58,,4/30/15 12:41,Open,SFMTA - G,Graffiti Private Property,Offensive Graffiti on Private Property,Building_commercial - Offensive,"1399 BUSH ST, SAN FRANCISCO, CA, 94109",3,Downtown/Civic Center,"(37.78846838667, -122.419988095177)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5540f199df86b54c0783f348/report.jpg
4704719,4/29/15 7:57,,4/29/15 7:58,Open,DPW Ops Queue,Graffiti Public Property,Not_Offensive Graffiti on Public Property,City_receptacle - Not_Offensive,Intersection of 6TH ST and HARRISON ST,6,South of Market,"(37.7772728210938, -122.404070192491)",Voice In,
4704690,4/29/15 7:47,,4/29/15 7:51,Open,SFMTA - G,General Requests,mta - mta_other - complaint,mta - mta_other - complaint,Intersection of 26TH ST and GUERRERO ST,8,Mission,"(37.7487729155009, -122.42257092261)",Voice In,
4704656,4/29/15 7:36,,4/29/15 9:26,Open,RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Jefferson Square, , SAN FRANCISCO, CA, 94102",6,Western Addition,"(37.781799888, -122.4256579)",Open311,
4704655,4/29/15 7:35,,4/29/15 8:23,Open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1943 MASON ST, SAN FRANCISCO, CA, 94133",3,Russian Hill,"(37.801593323815, -122.412964219348)",Open311,
4704626,4/29/15 7:06,,4/29/15 12:18,Open,DPW Ops Queue,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"117 BARTLETT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.754793521082, -122.419661589704)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5540e550df86b54c0783f25f/154846.jpg
4704593,4/29/15 6:29,,4/29/15 6:30,Open,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Lifted_sidewalk_other,"1524 36TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.75852771926, -122.494887534127)",Voice In,
4704558,4/29/15 5:55,,4/29/15 5:55,Open,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of 9TH AVE and IRVING ST,5,Inner Sunset,"(37.7640370912034, -122.466310713092)",Integrated Agency,
4704456,4/28/15 22:40,,4/29/15 7:27,Open,311 Supervisor Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1380 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.774329089331, -122.414232687093)",Open311,
4704454,4/28/15 22:38,,4/29/15 5:54,Open,DPW Ops Queue,Street and Sidewalk Cleaning,Illegal Encampment,Encampment Cleanup,"480 ELLIS ST, SAN FRANCISCO, CA, 94102",6,Downtown/Civic Center,"(37.784805520734, -122.414118623039)",Voice In,
